2022-11-26 05:09:47,456 INFO     Search BICs for /tmp/JacksonXml-2b/
2022-11-26 05:10:03,929 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 489
2022-11-26 05:10:03,951 DEBUG                  - depth 0, hash 146e4ea, HEAD~525
2022-11-26 05:10:03,956 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 490
2022-11-26 05:10:03,974 DEBUG                  - depth 0, hash 146e4ea, HEAD~525
2022-11-26 05:10:03,978 DEBUG    [single line]   com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 491
2022-11-26 05:10:03,994 DEBUG                  - depth 0, hash 146e4ea, HEAD~525
2022-11-26 05:10:04,000 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/DefaultXmlPrettyPrinter.java <clinit> 495:495
2022-11-26 05:10:04,017 DEBUG                  - depth 0, hash 146e4ea, HEAD~525
2022-11-26 05:10:04,825 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/TypeUtil.java isIndexedType 14:30
2022-11-26 05:10:04,839 DEBUG                  - depth 0, hash d9892b0, HEAD~189
2022-11-26 05:10:04,843 DEBUG                  - depth 1, hash 41628fa, HEAD~442
2022-11-26 05:10:05,692 DEBUG    [line range] com/fasterxml/jackson/dataformat/xml/util/XmlRootNameLookup.java <init> 28:28
2022-11-26 05:10:05,716 DEBUG                  - depth 0, hash 016a56f, HEAD~322
2022-11-26 05:10:05,722 DEBUG                  - depth 1, hash ac97422, HEAD~597
2022-11-26 05:10:05,726 INFO     The number of BIC candidates: 73
